no;id;G;D;time_period;Y
164;41;4;0.076125856;4;6.315321446
165;42;4;0.434186009;1;6.171522483
166;42;4;0.434186009;2;6.711626393
167;42;4;0.434186009;3;6.56636166
168;42;4;0.434186009;4;9.21320413
169;43;3;0.028805593;1;1.888014164
170;43;3;0.028805593;2;5.384477291
171;43;3;0.028805593;3;5.7215078
172;43;3;0.028805593;4;6.743685723
173;44;4;0.882443751;1;4.27086599
174;44;4;0.882443751;2;5.955795492
175;44;4;0.882443751;3;6.437482986
176;44;4;0.882443751;4;8.590048786
177;45;3;0.716080582;1;0.939698522
178;45;3;0.716080582;2;3.134257975
179;45;3;0.716080582;3;5.361657217
180;45;3;0.716080582;4;7.925050813
181;46;4;0.130613902;1;2.900633307
182;46;4;0.130613902;2;4.226395816
183;46;4;0.130613902;3;5.46313836
184;46;4;0.130613902;4;5.809401368
185;47;4;0.164624907;1;5.69356746
186;47;4;0.164624907;2;5.290608944
187;47;4;0.164624907;3;6.196133207
188;47;4;0.164624907;4;8.985591522
189;48;3;0.762395729;1;2.180109628
190;48;3;0.762395729;2;5.378682995
191;48;3;0.762395729;3;6.534514488
192;48;3;0.762395729;4;6.479949518
193;49;2;0.190385608;1;1.87834209
194;49;2;0.190385608;2;1.565754144
195;49;2;0.190385608;3;2.406509214
196;49;2;0.190385608;4;4.441774889
197;50;0;0;1;3.442803464
198;50;0;0;2;3.326824115
199;50;0;0;3;3.903855227
200;50;0;0;4;7.349822351
201;51;2;0.328070925;1;4.679893908
202;51;2;0.328070925;2;4.532014397
203;51;2;0.328070925;3;6.272979055
204;51;2;0.328070925;4;7.832433627
205;52;3;0.564634949;1;6.01384559
206;52;3;0.564634949;2;6.20111374
207;52;3;0.564634949;3;5.784202795
208;52;3;0.564634949;4;6.245571011
209;53;4;0.219367894;1;5.240346157
210;53;4;0.219367894;2;5.476755468
211;53;4;0.219367894;3;9.216781986
212;53;4;0.219367894;4;8.927286722
213;54;4;0.188295051;1;3.856650278
214;54;4;0.188295051;2;5.981962439
215;54;4;0.188295051;3;6.220442801
216;54;4;0.188295051;4;8.37452587
217;55;2;0.890896435;1;3.655823939
218;55;2;0.890896435;2;3.988250413
219;55;2;0.890896435;3;5.523126725
220;55;2;0.890896435;4;5.6019605
221;56;4;0.293527055;1;5.537719402
222;56;4;0.293527055;2;7.124462509
223;56;4;0.293527055;3;7.450752108
224;56;4;0.293527055;4;9.053110202
225;57;3;0.848043639;1;5.285166279
226;57;3;0.848043639;2;4.400188889
227;57;3;0.848043639;3;5.829292501
228;57;3;0.848043639;4;8.052150579
229;58;0;0;1;1.712152692
230;58;0;0;2;3.387474839
231;58;0;0;3;3.160798569
232;58;0;0;4;5.458663703
233;59;2;0.519980004;1;3.139929174
234;59;2;0.519980004;2;1.994944242
235;59;2;0.519980004;3;3.891884647
236;59;2;0.519980004;4;3.534097185
237;60;0;0;1;0.54120794
238;60;0;0;2;2.587292621
239;60;0;0;3;2.052520132
240;60;0;0;4;4.482004287
241;61;0;0;1;1.126352943
242;61;0;0;2;1.256049281
243;61;0;0;3;1.754647914
244;61;0;0;4;3.112461603
245;62;2;0.762899289;1;5.090942679
246;62;2;0.762899289;2;4.855259463
247;62;2;0.762899289;3;8.031123143
248;62;2;0.762899289;4;6.895302582
249;63;3;0.269915411;1;3.973762294
250;63;3;0.269915411;2;6.351514837
251;63;3;0.269915411;3;5.225869655
252;63;3;0.269915411;4;7.254485839
253;64;2;0.465263728;1;1.882651151
254;64;2;0.465263728;2;5.106132607
255;64;2;0.465263728;3;5.706452631
256;64;2;0.465263728;4;6.790120363
257;65;2;0.840241092;1;-0.076507674
258;65;2;0.840241092;2;2.569365975
259;65;2;0.840241092;3;3.693058654
260;65;2;0.840241092;4;4.453546451
261;66;4;0.475435507;1;4.523065556
262;66;4;0.475435507;2;5.435100433
263;66;4;0.475435507;3;7.172693009
264;66;4;0.475435507;4;6.757215617
265;67;3;0.594553498;1;4.729250824
266;67;3;0.594553498;2;7.058300027
267;67;3;0.594553498;3;6.615877529
268;67;3;0.594553498;4;7.534399701
269;68;4;0.849027998;1;4.057410902
270;68;4;0.849027998;2;4.660390237
271;68;4;0.849027998;3;7.696018925
272;68;4;0.849027998;4;6.987470854
273;69;2;0.584266786;1;3.481700341
274;69;2;0.584266786;2;4.652979094
275;69;2;0.584266786;3;4.930044919
276;69;2;0.584266786;4;4.835587312
277;70;4;0.068195532;1;3.633267825
278;70;4;0.068195532;2;5.17938211
279;70;4;0.068195532;3;6.837240856
280;70;4;0.068195532;4;7.7582959
281;71;2;0.067287334;1;2.518924196
282;71;2;0.067287334;2;1.057310435
283;71;2;0.067287334;3;5.240289294
284;71;2;0.067287334;4;5.161302288
285;72;0;0;1;-1.057738515
286;72;0;0;2;0.426600199
287;72;0;0;3;1.341527502
288;72;0;0;4;1.465237105
289;73;2;0.809944925;1;4.534054351
290;73;2;0.809944925;2;4.003656137
291;73;2;0.809944925;3;5.023771889
292;73;2;0.809944925;4;5.241957157
293;74;0;0;1;-0.632303127
294;74;0;0;2;2.377560522
295;74;0;0;3;3.20341697
296;74;0;0;4;3.997505418
297;75;2;0.273108508;1;1.426546903
298;75;2;0.273108508;2;3.817884704
299;75;2;0.273108508;3;2.965037832
300;75;2;0.273108508;4;2.779205344
301;76;4;0.514641562;1;4.732625208
302;76;4;0.514641562;2;6.31378697
303;76;4;0.514641562;3;4.870394526
304;76;4;0.514641562;4;7.075021996
305;77;3;0.633633461;1;3.07624161
306;77;3;0.633633461;2;5.362547343
307;77;3;0.633633461;3;6.82519809
308;77;3;0.633633461;4;4.858230209
309;78;2;0.740368493;1;0.658993266
310;78;2;0.740368493;2;3.552215416
311;78;2;0.740368493;3;5.549460606
312;78;2;0.740368493;4;6.142897183
313;79;3;0.519823007;1;2.764533413
314;79;3;0.519823007;2;5.412356785
315;79;3;0.519823007;3;7.355936919
316;79;3;0.519823007;4;8.341540987
317;80;4;0.959780968;1;5.717316902
318;80;4;0.959780968;2;6.048481357
319;80;4;0.959780968;3;8.986913928
320;80;4;0.959780968;4;7.680123453
321;81;0;0;1;1.515613181
322;81;0;0;2;1.341235564
323;81;0;0;3;1.543157504
324;81;0;0;4;3.991853254
325;82;3;0.933022994;1;5.340367306
326;82;3;0.933022994;2;4.189450341
327;82;3;0.933022994;3;5.855694252
328;82;3;0.933022994;4;7.244869974
329;83;2;0.911404884;1;2.651703941
330;83;2;0.911404884;2;3.456379202
331;83;2;0.911404884;3;4.347981954
332;83;2;0.911404884;4;4.683639309
333;84;4;0.138159032;1;4.299159352
334;84;4;0.138159032;2;6.518059108
335;84;4;0.138159032;3;6.612458161
336;84;4;0.138159032;4;8.242393297
337;85;2;0.903640024;1;2.731982992
338;85;2;0.903640024;2;3.112352161
339;85;2;0.903640024;3;6.218160662
340;85;2;0.903640024;4;7.715879084
341;86;0;0;1;1.146385779
342;86;0;0;2;2.085456838
343;86;0;0;3;3.233365214
344;86;0;0;4;4.41687279
345;87;3;0.465280198;1;6.16109808
346;87;3;0.465280198;2;6.286341101
347;87;3;0.465280198;3;6.095535063
348;87;3;0.465280198;4;9.065378134
349;88;3;0.34819731;1;3.352528324
350;88;3;0.34819731;2;4.055126586
351;88;3;0.34819731;3;7.827236418
352;88;3;0.34819731;4;8.435356131
353;89;2;0.45479767;1;3.339982449
354;89;2;0.45479767;2;5.285065575
355;89;2;0.45479767;3;6.044283277
356;89;2;0.45479767;4;6.945574052
357;90;0;0;1;1.339727594
358;90;0;0;2;2.555140656
359;90;0;0;3;3.606064381
360;90;0;0;4;5.689740811
361;91;2;0.538373157;1;1.678785789
362;91;2;0.538373157;2;3.081904569
363;91;2;0.538373157;3;4.381364828
364;91;2;0.538373157;4;7.174415069
365;92;0;0;1;3.791288943
366;92;0;0;2;5.413450729
367;92;0;0;3;6.896811597
368;92;0;0;4;7.443111137
369;93;2;0.687493339;1;3.831123762
370;93;2;0.687493339;2;5.757833948
371;93;2;0.687493339;3;4.419275658
372;93;2;0.687493339;4;5.132786469
373;94;2;0.73993271;1;4.044779689
374;94;2;0.73993271;2;8.353838816
375;94;2;0.73993271;3;8.892818083
376;94;2;0.73993271;4;7.720419402
377;95;2;0.488185548;1;4.813047478
378;95;2;0.488185548;2;5.705499611
379;95;2;0.488185548;3;7.08999483
380;95;2;0.488185548;4;5.414623189
381;96;4;0.23639229;1;6.827650528
382;96;4;0.23639229;2;6.413057219
383;96;4;0.23639229;3;8.118850773
384;96;4;0.23639229;4;8.722596815
385;97;3;0.092284919;1;1.001241882
386;97;3;0.092284919;2;1.678653862
387;97;3;0.092284919;3;5.112928317
388;97;3;0.092284919;4;5.500760849
389;98;2;0.978799584;1;5.9952925
390;98;2;0.978799584;2;5.314321759
391;98;2;0.978799584;3;3.670600589
392;98;2;0.978799584;4;6.07103184
393;99;3;0.186736187;1;3.342317634
394;99;3;0.186736187;2;4.954467423
395;99;3;0.186736187;3;6.16680873
396;99;3;0.186736187;4;8.091181088
397;100;4;0.602749944;1;4.538505331
398;100;4;0.602749944;2;5.057300037
399;100;4;0.602749944;3;5.95252133
400;100;4;0.602749944;4;9.168359517
401;101;2;0.137782868;1;7.363316908
402;101;2;0.137782868;2;5.179934801
403;101;2;0.137782868;3;8.013382837
404;101;2;0.137782868;4;8.895366442
405;102;4;0.657084804;1;4.001109734
406;102;4;0.657084804;2;5.939601289
407;102;4;0.657084804;3;7.932810867
408;102;4;0.657084804;4;7.942735162
409;103;3;0.252197879;1;4.529868167
410;103;3;0.252197879;2;3.602067487
411;103;3;0.252197879;3;9.395486675
412;103;3;0.252197879;4;6.422426597
413;104;2;0.858023883;1;3.927765208
414;104;2;0.858023883;2;5.288397911
415;104;2;0.858023883;3;5.663644549
416;104;2;0.858023883;4;5.938473824
417;105;2;0.902288696;1;1.577546345
418;105;2;0.902288696;2;2.304467363
419;105;2;0.902288696;3;3.900989967
420;105;2;0.902288696;4;3.42951898
421;106;3;0.92687078;1;3.510831658
422;106;3;0.92687078;2;5.660179431
423;106;3;0.92687078;3;4.788047688
424;106;3;0.92687078;4;5.975616386
425;107;2;0.463611435;1;2.015724436
426;107;2;0.463611435;2;3.030271958
427;107;2;0.463611435;3;3.968759788
428;107;2;0.463611435;4;4.061204084
429;108;2;0.768074001;1;4.110283692
430;108;2;0.768074001;2;4.533869046
431;108;2;0.768074001;3;5.990972138
432;108;2;0.768074001;4;5.853528937
433;109;3;0.748553007;1;5.092464279
434;109;3;0.748553007;2;3.993545931
435;109;3;0.748553007;3;6.81883837
436;109;3;0.748553007;4;7.491739198
437;110;2;0.227728024;1;1.129964372
438;110;2;0.227728024;2;2.653230018
439;110;2;0.227728024;3;4.815070706
440;110;2;0.227728024;4;3.840750769
441;111;4;0.464607679;1;6.703725825
442;111;4;0.464607679;2;8.704464319
443;111;4;0.464607679;3;9.469360233
444;111;4;0.464607679;4;9.71366092
445;112;2;0.900630557;1;3.474136791
446;112;2;0.900630557;2;5.932696235
447;112;2;0.900630557;3;5.087607196
448;112;2;0.900630557;4;6.190176961
449;113;0;0;1;1.40912657
450;113;0;0;2;2.352620257
451;113;0;0;3;3.694013366
452;113;0;0;4;4.835523054
453;114;2;0.68771082;1;1.87422778
454;114;2;0.68771082;2;2.467043304
455;114;2;0.68771082;3;4.78521861
456;114;2;0.68771082;4;4.98400751
457;115;2;0.034672939;1;0.212300498
458;115;2;0.034672939;2;3.121129116
459;115;2;0.034672939;3;3.688211596
460;115;2;0.034672939;4;6.989476384
461;116;0;0;1;0.301894462
462;116;0;0;2;2.738251597
463;116;0;0;3;3.976210676
464;116;0;0;4;3.813821409
465;117;0;0;1;2.227788942
466;117;0;0;2;1.234312405
467;117;0;0;3;3.350214293
468;117;0;0;4;5.029712411
469;118;3;0.661649454;1;1.347774699
470;118;3;0.661649454;2;5.907576343
471;118;3;0.661649454;3;6.42965068
472;118;3;0.661649454;4;5.64816867
473;119;2;0.465977829;1;6.680540816
474;119;2;0.465977829;2;5.862243353
475;119;2;0.465977829;3;8.853687155
476;119;2;0.465977829;4;9.100442756
477;120;0;0;1;3.235784131
478;120;0;0;2;3.785773169
479;120;0;0;3;3.693385812
480;120;0;0;4;4.908709614
481;121;4;0.646883281;1;5.428792586
482;121;4;0.646883281;2;5.177783947
483;121;4;0.646883281;3;8.240034906
484;121;4;0.646883281;4;9.688642579
485;122;0;0;1;1.705628505
486;122;0;0;2;2.707096267
487;122;0;0;3;2.155410908
488;122;0;0;4;3.280579457
489;123;0;0;1;-1.999515303
490;123;0;0;2;-0.645488632
491;123;0;0;3;1.746422989
492;123;0;0;4;1.140006087
493;124;0;0;1;0.798328104
494;124;0;0;2;2.244308411
495;124;0;0;3;2.797963618
496;124;0;0;4;5.459956815
497;125;3;0.417750709;1;5.482509987
498;125;3;0.417750709;2;6.321000658
499;125;3;0.417750709;3;7.077485202
500;125;3;0.417750709;4;10.03479765
501;126;3;0.134159378;1;4.471982967
502;126;3;0.134159378;2;5.248545676
503;126;3;0.134159378;3;7.483638433
504;126;3;0.134159378;4;6.325214787
505;127;3;0.870794333;1;4.626194403
506;127;3;0.870794333;2;4.729898607
507;127;3;0.870794333;3;4.590498735
508;127;3;0.870794333;4;6.791201954
509;128;4;0.44920229;1;4.890969773
510;128;4;0.44920229;2;5.160904861
511;128;4;0.44920229;3;8.165662295
512;128;4;0.44920229;4;8.35659227
513;129;3;0.733826229;1;3.95711518
514;129;3;0.733826229;2;5.423009761
515;129;3;0.733826229;3;7.20469162
516;129;3;0.733826229;4;7.436115789
517;130;3;0.088138886;1;3.368273702
518;130;3;0.088138886;2;5.923195804
519;130;3;0.088138886;3;5.159797425
520;130;3;0.088138886;4;6.810343596
521;131;0;0;1;1.727262247
522;131;0;0;2;1.189669352
523;131;0;0;3;2.684706288
524;131;0;0;4;3.329478918
525;132;4;0.66936728;1;4.6823117
526;132;4;0.66936728;2;5.837335819
527;132;4;0.66936728;3;8.289004641
528;132;4;0.66936728;4;8.401832889
529;133;2;0.474315789;1;3.390808408
530;133;2;0.474315789;2;2.459788424
531;133;2;0.474315789;3;5.805456839
532;133;2;0.474315789;4;7.613948271
533;134;3;0.608287851;1;8.278191511
534;134;3;0.608287851;2;7.558018572
535;134;3;0.608287851;3;8.904010822
536;134;3;0.608287851;4;7.747251371
537;135;0;0;1;-1.472610269
538;135;0;0;2;-1.393375621
539;135;0;0;3;0.780029577
540;135;0;0;4;2.670736531
541;136;3;0.605532194;1;3.391394549
542;136;3;0.605532194;2;4.953066904
543;136;3;0.605532194;3;6.649080795
544;136;3;0.605532194;4;5.11735326
545;137;0;0;1;1.714317904
546;137;0;0;2;3.136991714
547;137;0;0;3;3.328020238
548;137;0;0;4;4.42593149
549;138;4;0.626005053;1;4.638108824
550;138;4;0.626005053;2;6.934387967
551;138;4;0.626005053;3;6.791403141
552;138;4;0.626005053;4;8.293128029
553;139;4;0.801695247;1;5.159185929
554;139;4;0.801695247;2;6.715973316
555;139;4;0.801695247;3;5.488647104
556;139;4;0.801695247;4;8.078470678
557;140;0;0;1;-0.326714291
558;140;0;0;2;0.031535544
559;140;0;0;3;2.60722002
560;140;0;0;4;3.239969002
561;141;4;0.914573942;1;5.099897244
562;141;4;0.914573942;2;5.559313671
563;141;4;0.914573942;3;6.573267787
564;141;4;0.914573942;4;8.082184426
565;142;0;0;1;1.950282325
566;142;0;0;2;3.738915584
567;142;0;0;3;4.180199702
568;142;0;0;4;4.261261715
569;143;3;0.276390563;1;3.542523982
570;143;3;0.276390563;2;3.465272983
571;143;3;0.276390563;3;4.21735429
572;143;3;0.276390563;4;4.444727205
573;144;3;0.824503685;1;5.927178583
574;144;3;0.824503685;2;6.122920385
575;144;3;0.824503685;3;7.556829784
576;144;3;0.824503685;4;8.248570492
577;145;3;0.521606246;1;2.816393929
578;145;3;0.521606246;2;4.507980015
579;145;3;0.521606246;3;4.2553143
580;145;3;0.521606246;4;5.82057484
581;146;4;0.498992222;1;5.805845058
582;146;4;0.498992222;2;8.973755022
583;146;4;0.498992222;3;8.839675294
584;146;4;0.498992222;4;9.531086308
585;147;4;0.06194034;1;5.149109781
586;147;4;0.06194034;2;5.322860317
587;147;4;0.06194034;3;7.806870987
588;147;4;0.06194034;4;7.376734223
589;148;4;0.94077595;1;3.240974956
590;148;4;0.94077595;2;6.099002636
591;148;4;0.94077595;3;5.659577188
592;148;4;0.94077595;4;7.149874427
593;149;0;0;1;1.950985332
594;149;0;0;2;4.721045487
595;149;0;0;3;3.569058989
596;149;0;0;4;4.635720095
597;150;4;0.050020347;1;3.469935645
598;150;4;0.050020347;2;4.462267292
599;150;4;0.050020347;3;7.196163252
600;150;4;0.050020347;4;7.471544023
601;151;3;0.603967613;1;5.023758237
602;151;3;0.603967613;2;5.675689958
603;151;3;0.603967613;3;4.415502363
604;151;3;0.603967613;4;6.914735845
605;152;2;0.725093181;1;3.728613705
606;152;2;0.725093181;2;5.202785261
607;152;2;0.725093181;3;4.414394703
608;152;2;0.725093181;4;7.883119017
609;153;2;0.224188131;1;3.395421433
610;153;2;0.224188131;2;3.734490241
611;153;2;0.224188131;3;3.364854477
612;153;2;0.224188131;4;5.376230068
613;154;0;0;1;0.495368964
614;154;0;0;2;1.920440531
615;154;0;0;3;2.783807173
616;154;0;0;4;3.337326253
617;155;2;0.459861412;1;3.570371717
618;155;2;0.459861412;2;3.033398053
619;155;2;0.459861412;3;3.053998128
620;155;2;0.459861412;4;4.943020414
621;156;0;0;1;1.164509825
622;156;0;0;2;4.167755004
623;156;0;0;3;3.976618132
624;156;0;0;4;4.873515699
625;157;4;0.175710269;1;4.852300584
626;157;4;0.175710269;2;2.718502323
627;157;4;0.175710269;3;5.959441786
628;157;4;0.175710269;4;7.625823321
629;158;0;0;1;0.44491281
630;158;0;0;2;3.853915177
631;158;0;0;3;3.660021995
632;158;0;0;4;2.945499029
633;159;3;0.463223464;1;4.128405013
634;159;3;0.463223464;2;5.604797686
635;159;3;0.463223464;3;6.592783184
636;159;3;0.463223464;4;4.877086001
637;160;4;0.922913577;1;4.04785714
638;160;4;0.922913577;2;3.995296274
639;160;4;0.922913577;3;6.039560709
640;160;4;0.922913577;4;8.062671415
641;161;3;0.405403329;1;6.136863108
642;161;3;0.405403329;2;4.665443651
643;161;3;0.405403329;3;6.524834754
644;161;3;0.405403329;4;8.484760084
645;162;4;0.589722587;1;6.41046219
646;162;4;0.589722587;2;5.907635818
647;162;4;0.589722587;3;7.030334585
648;162;4;0.589722587;4;9.16469922
649;163;3;0.690485921;1;2.175170734
650;163;3;0.690485921;2;3.631758589
651;163;3;0.690485921;3;6.485050916
652;163;3;0.690485921;4;7.367091805
653;164;2;0.825439651;1;3.872102823
654;164;2;0.825439651;2;4.941961324
655;164;2;0.825439651;3;6.240113161
656;164;2;0.825439651;4;7.235353667
657;165;2;0.773206211;1;1.64023183
658;165;2;0.773206211;2;2.245713507
659;165;2;0.773206211;3;2.583193454
660;165;2;0.773206211;4;3.832025423
661;166;4;0.754927931;1;2.253961104
662;166;4;0.754927931;2;3.777670957
663;166;4;0.754927931;3;5.167820302
664;166;4;0.754927931;4;7.564033545
665;167;3;0.950981603;1;4.757895951
666;167;3;0.950981603;2;7.190977232
667;167;3;0.950981603;3;7.67874872
668;167;3;0.950981603;4;4.260754245
669;168;2;0.768873792;1;6.092558837
670;168;2;0.768873792;2;5.354293397
671;168;2;0.768873792;3;7.469142489
672;168;2;0.768873792;4;8.991104929
673;169;0;0;1;1.739820399
674;169;0;0;2;-0.804687698
675;169;0;0;3;2.036686387
676;169;0;0;4;1.808507846
677;170;3;0.600894792;1;3.491345566
678;170;3;0.600894792;2;3.983298052
679;170;3;0.600894792;3;3.433293138
680;170;3;0.600894792;4;6.300790405
681;171;0;0;1;0.155636436
682;171;0;0;2;1.984913376
683;171;0;0;3;1.893991062
684;171;0;0;4;2.889414564
685;172;4;0.390275665;1;5.598448251
686;172;4;0.390275665;2;5.130323726
687;172;4;0.390275665;3;8.620896622
688;172;4;0.390275665;4;8.362147409
689;173;4;0.42609001;1;4.147439371
690;173;4;0.42609001;2;5.371944656
691;173;4;0.42609001;3;5.210597905
692;173;4;0.42609001;4;7.286561296
693;174;3;0.599837803;1;3.702341518
694;174;3;0.599837803;2;4.564776211
695;174;3;0.599837803;3;5.220096635
696;174;3;0.599837803;4;6.9293602
697;175;3;0.958654886;1;2.624692484
698;175;3;0.958654886;2;4.854075694
699;175;3;0.958654886;3;6.155957208
700;175;3;0.958654886;4;6.737642436
701;176;0;0;1;2.073806238
702;176;0;0;2;1.723204329
703;176;0;0;3;1.935115153
704;176;0;0;4;5.333616519
705;177;3;0.117433782;1;3.399176706
706;177;3;0.117433782;2;4.594527072
707;177;3;0.117433782;3;2.847471463
708;177;3;0.117433782;4;7.176467697
709;178;4;0.741576387;1;3.550268276
710;178;4;0.741576387;2;5.507120464
711;178;4;0.741576387;3;7.904043294
712;178;4;0.741576387;4;8.647118906
713;179;2;0.452887933;1;1.244248229
714;179;2;0.452887933;2;3.617226489
715;179;2;0.452887933;3;2.941070771
716;179;2;0.452887933;4;5.078030623
717;180;3;0.208594162;1;4.293602714
718;180;3;0.208594162;2;5.694649119
719;180;3;0.208594162;3;6.680221538
720;180;3;0.208594162;4;7.598537164
721;181;3;0.991643894;1;3.428102586
722;181;3;0.991643894;2;3.846376525
723;181;3;0.991643894;3;6.850512239
724;181;3;0.991643894;4;6.076649239
725;182;3;0.182120049;1;2.897923051
726;182;3;0.182120049;2;2.439844799
727;182;3;0.182120049;3;7.452814431
728;182;3;0.182120049;4;6.940595558
